auditNumber,tranType,pmgPoNumber,vendorNumber,vpcShpPoint,pmgTypeName,orgLvlNumber,capChainName,basUsrName,pmgLcNumber,pmgShipVia,pmgBuyer,vpcAptDesc,pmgFob,currCode,pmgEffectDate,pmgRate,dmtCode,trfAllocId,pmgEntryDate,pmgShipDate,pmgCancelDate,pmgExpRctDate,pmgPayDate,distroId,dateCreated,downloadDate1,downloadDate2,pmgPoNotes,pmgRecvNotes,pmgPisDate,pmgExtRctDate,pmgOtbBudDate,pmgCnclByDate,poAutoRelease,pmgAllocator,pmgRateOverride,applyVpcChgalw,pmgExtPoNum,jdaOrigin,pmgCnlReasCd,pmgReqFlag,pmgSuppChnCode,pmgConsolCenter,pmgFmtCode,pmgTaxExcHm,pmgTaxExcLc,pmgTaxExcPo,pmgTotTaxHm,pmgTotTaxPo,frtTermsDesc,shipViaDesc,fobTermsDesc,poeCntryName,poeCity,pmgReallocate,threadId,pmgAdvRplRefNbr,batchNum,nombreArchivo,fechaSstage,fechaPermanente,fechaBackup
262,A,,1018           ,,Importada                               ,901,,JDA User,22JC037,,BYRON SOTO,,,,,,2,,2022-08-18 00:00:00.0,2022-08-11 00:00:00.0,,2022-10-06 00:00:00.0,,,2022-08-18 00:00:00.0,,,,,,,,,T,,,,1197                ,,,,,,,,,,,,,,,,,,,,261,,,,2022-08-18 10:10:41.0
